id_old,name,myspace_url,facebook_url,video_url,url,id_old_image,body,audio_sample_url,audio_sample_title,twitter,youtube1,youtube2
3739,NOFAS.org Benefit,,,,http://www.larryricemusic.com/,17161,"<p>Benefit for the National Organization for Fetal Alcohol Syndrome <a href=""http://www.nofas.org/"" target=""_blank"">(NOFAS - www.nofas.org)</a>.  NOFAS is dedicated to dedicated to eliminating birth defects caused by alcohol consumption during pregnancy and to improve the quality of life for those affected individuals and families.</p>
<p>&nbsp;</p>
<p>Performers Include:<br />Clara Armstrong <br />The Big Cheese<br />Karla and the Brotherhood<br />Red Carpet Gypsies</p>",,,,,
3736,Alan Evans Trio,,http://www.facebook.com/alanevanstrio,http://www.youtube.com/playonbrother,http://www.alanevanstrio.com/,17167,"<p>Co-founder, writer and drummer of Soulive for over 15 years, Alan Evans proudly presents his newest creation the Alan Evans Trio; an inspiring and fresh organ trio lineup. Enlisting the support of good friends and talented players Danny Mayer on guitar (On the Spot Trio), and Beau Sasser (Melvin Sparks, Akashic Record) the trio's sound proves hard driving and groovin' with dark funky rhythms and blues lick solos. Alan Evans Trio opens a window into another side - an emotional introspection, as dark as it is powerful. Their passionate progressions emanate an electrified, smoky, 70s-era CTI Records zeitgeist.</p>
<p>Together as the Alan Evans Trio, Alan, Danny and Beau share an energetic on-stage chemistry, a love for album recording, and taking their music out on the road. Armed with an abundance of newly inspired songs, Alan is taking the band on tour across the US, Japan and Europe in support of their debut album Drop Hop, released in April 2012, and now available via iTunes and on vinyl.</p>
<p>Mention the name Alan Evans to a room full of music lovers, and you will get a consensus nod at one of the most celebrated and tenacious drummers in the jazz, funk, and soul scene. A producer, recording engineer, guitarist, percussionist, vocalist and writer, Alan's repertoire of skills have been perfected with more than a decade of dedication.</p>
<p>""I've known for a long time what my purpose is this time around. All I want to do is try to make people happy with what makes me and my family happy... Music,"" says Alan about his new trio project.</p>
<p>For Alan, the idea of Alan Evans Trio hatched soon after he transitioned from Playonbrother Studios in Hatfield, MA to his own home recording studio. Alan then enlisted the ingenious talent of both Danny Mayer and Beau Sasser for the project.</p>
<p>Alan had met Danny Mayer first as a Soulive fan, but then connected on a musical level when his band, On the Spot Trio (OTS), came out to Playonbrother Studios to record their first album, with Alan at the helm as producer. Alan had played gigs with Beau Sasser for some time, and had a great deal of respect for Beau's masterful proficiency on the organ, and knowledge of the history behind the instrument.</p>
<p>Alan muses of Alan Evans Trio's beginnings, ""This is when it all started to come together for me. Danny was straight killin' it, playing guitar exactly the way I would. I knew that Danny and Beau together would be scary."" Danny and Beau both consented to a recording session with one another. Alan set up the mastering date, began thinking about a release date, tour, and even began designing the website and logo.</p>
<p>Passionate and inspired, Alan cranked out Drop Hop in a couple of days. He recorded bass, drums, guitar and then emailed Beau and Danny the tune of the day to learn for the session. ""It was all coming together so well, I could hear the entire album in my head. I can honestly say, this is the first album I've ever recorded that came out exactly the way I dreamed it.""</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Falan-evans-trio%252Fid516453563%253Fuo%253D4%2526partnerId%253D30,,http://www.twitter.com/alanevanstrio,"<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/9imARyBJvAY"" frameborder=""0"" allowfullscreen></iframe>","<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/xNKM7gSdwQ0"" frameborder=""0"" allowfullscreen></iframe>"
3734,John Wesley Harding,,http://www.facebook.com/johnwesleyhardingofficial,http://www.youtube.com/user/JohnWHardingVEVO,http://wesleystace.com/,17580,"<p><span style=""color: red;"">July 29th is the rescheduled date for the John Wesley Harding canceled date of June 30th. All tickets for the June 30th show are transferable to the July 29th show. Please direct all inquiries to Mei Verba at </span><a href=""mailto:mei@jamminjava.com""><span class=""s1"">mei@jamminjava.com</span></a><span style=""color: red;"">&nbsp;only. The Jammin' Java phone number is not a good way to get your questions answered.</span></p>
<p>John Wesley Harding has released 17 albums, ranging from traditional folk to full-on pop music. His album The Sound Of His Own Voice (Yep Roc, October 2011) was recorded in Portland in November 2010. The album features 13 new songs, backed by an all star band, The King Charles Trio, featuring members of The Decemberists, Peter Buck, Scott McCaughey, Rosanne Cash, Laura Veirs, and John Roderick. John Wesley Harding has been joined onstage by Lou Reed, Iggy Pop, John Prine, Bruce Springsteen (with whom he recorded a duet on his album Awake), Joan Baez, Evan Dando, David Baddiel, Rick Moody, Tanya Donelly, Josh Ritter, Andrew Bird, Rosanne Cash, Colin Meloy, Scott MacCaughey and Robyn Hitchcock, among others. He has appeared on Late Night with Conan O'Brien, The Late Show with David Letterman, and The Tonight Show with Jay Leno. His songs have been featured in films (including High Fidelity) and covered by other artists.</p>
<p>His series of ""Cabinet of Wonders"" variety shows, inaugurated in spring 2009 in New York, featured appearances by Rosanne Cash, Graham Parker, Josh Ritter, Rick Moody, Colson Whitehead, and Jonathan Ames. It's ""a brilliant evening of laid-back fun"" (Village Voice) and ""one of the most whip-smart variety shows on the market"" (Portland Tribune). Two further series in 2009/10 featured among others: A. C. Newman, Colin Meloy, Rhett Miller, Eugene Mirman, Tanya Donelly, Patrick McGrath, and Todd Barry. The Cabinet of Wonders has now moved to City Winery in Manhattan. The next series features appearances by Craig Finn, Ted Leo, Howe Gelb, Andrew VanWyngarden (MGMT), Todd Barry, John Darnielle (The Mountain Goats) and many others.</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fjohn-wesley-harding%252Fid4202797%253Fuo%253D4%2526partnerId%253D30,,http://twitter.com/wesleystace,"<iframe width=""300"" height=""182"" src=""http://www.youtube.com/embed/X4Eb-KxSTPE"" frameborder=""0"" allowfullscreen></iframe>",
3733,Bearcat,,http://www.facebook.com/officialbearcat,http://www.youtube.com/user/reneeyohe,http://reneeyohe.com/,0,"<p>Throughout her life, Renee Yohe has always believed in the value of telling her story. The platforms have changed from social media, to books, to public speaking engagements, and most recently, a film based on her life starring Kat Dennings and Chad Michael Murray (due in 2012). Renee first entered the public spotlight with To Write Love On Her Arms, a non-profit organization that aims to present hope for people struggling with addiction, depression, self-injury and thoughts of suicide. In December 2011, TWLOHA was awarded a $1 million grant from Chase at the first-ever American Giving Awards on NBC. By sharing her own personal struggles, Renee and the organization have helped millions. Through everything, music has always played a crucial and stabilizing role in Renee's life. Her favorite bands helped her through some of her darkest times. Later on, TWLOHA would find it's biggest initial support and exposure from bands who would wear the organization's t-shirts. When the opportunity came to form her own band, the transition just felt natural.</p>
<p>Renee's eclectic talents and triumphant experiences create a compellingly notable project with BEARCAT. With a new album, a spring tour and a film due out in 2012, this is set be their year.</p>
<p>""Bearcat, the solo project of Renee Yohe, is a sweeping tribute to soul-in all its respects. It's impossible to get even a few seconds into new song ""Crazy Fishes"" without noting it bursting through her vocals, mixing with a warmth and richness that simultaneously evokes jazz and sixties pop. Add in the twinkling synth, jazz piano lines, and steady drum beats, and you've got yourself one nostalgia trip that you'll so enjoy taking"" - Purevolume</p>
<p>""BEARCAT's latest, ""Silence Is Silver,"" speaks to tackling your issues head on instead of keeping them bottled up. In her gentle, strong voice-she reminds us a bit of She And Him's Zooey Deschanel with a touch of Fiona Apple thrown in"" - MTV Buzzworthy</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fbearcat%252Fid342642399%253Fuo%253D4%2526partnerId%253D30,,http://twitter.com/ReneeYohe,,
3730,The Day After Party: Native Run Reunion Fan Club Hang,,http://www.facebook.com/Nativerunmusic,http://www.youtube.com/nativerunmusic,http://www.nativerunmusic.com/,17062,,http://itunes.apple.com/us/artist/deep-river/id407142931?uo=4&partnerId=30,,http://twitter.com/#!/nativerunmusic,,
3729,The Day After Party: Native Run Reunion Fan Club Hang,,http://www.facebook.com/Nativerunmusic,http://www.youtube.com/nativerunmusic,http://www.nativerunmusic.com/,17173,"<p>Friends, family, fan club! We are so excited to celebrate our second annual Summer Revival at Jammin Java on July 27th. HOWEVER, one night of revelry is not enough, so we invite you to the day-after-party in the Jammin Java Lobby Bar from 1-4pm July 28th.</p>
<p>We will be serving our unique cocktail, Firewater, and the brunch/lunch menu will be available for all so we can commune over food (there is no better way to bond, let's be honest).</p>
<p>Rachel will also lead some theatre games (not the nerdy ones), and other fun activities so we can get to know you better, and vice versa. If you're not yet a member of the Reunion Fan Club, sign up today!! It's FREE!!! <a href=""http://www.nativerunmusic.com/join/"" target=""_blank"">http://www.nativerunmusic.com/join/</a></p>
<p>&nbsp;</p>",http://itunes.apple.com/us/artist/deep-river/id407142931?uo=4&partnerId=30,,http://twitter.com/#!/nativerunmusic,,
3728,The Fabulous Mary Ann Redmond Band,,http://www.facebook.com/maryann.redmond.12,,http://www.marb.com/,17060,"<p>Mary Ann Redmond is an American singer known for her soulful and wide-ranging vocal style in popular and jazz music. She is based in the greater metropolitan Washington, D.C. area, but has performed in several locations in the United States and in other countries. Both her live performances and her  CDs to date have earned her acclaim from audiences and recognition from the music industry. Redmond has won 17 Washington Area Music Awards. Redmond is increasingly well known with earning awards and positive reviews in major trade publications such as Billboard. After meeting fellow performer Jon Carroll, a member of Mary Chapin Carpenter's band, Carroll produced Redmond's 2000 CD, Here I Am. The album includes a song written by Mary Chapin Carpenter for Redmond, ""Alone but Not Lonely.""</p>
<p>Singer/songwriter Mary Ann Redmond is described as ""an exciting vocal talent"" in a Billboard magazine article that went on to say ""....Redmond is wowing club audiences as a completely formed stylist, who sings heartfelt ballads and funky tunes with equal ease and enthusiasm in an alto voice that soars effortlessly to soprano range.""</p>",,,,,
3726,Future,,http://www.facebook.com/thebandcalledfuture,,http://future.bandcamp.com/,17049,"<p>Future is a genre-melting soul infused progressive rock band; featuring two extraordinary guitarists, a stellar rhythm section, phenomenal and vibrant female vocalist/instrumentalist. Together they deliver an energetic and connected performance every show. Future has a style drenched in eclecticism each musician adding their own influences to the ""wall of sound"" style of groove oriented, vivid and elevating music. With over twenty years of combined professional music experience Future uniquely delivers an experimentation of sound utilizing elements of Reggae, Soul and Rock Fusion. From outdoor festivals and underground clubs to premier music venues and sound-stages across the nation Future is cultivating a dedicated following of listeners who are as diverse as the band itself.</p>",,,https://twitter.com/thebandfuture,,
3723,An Evening of Acoustic Music with The Fabulous Dialtones,,http://www.facebook.com/pages/The-Fabulous-Dialtones/102205933168442,http://www.youtube.com/watch?v=YrewNglWSpo,http://www.thefabulousdialtones.com/,17623,"<p>The Fabulous Dialtones are a classic rock cover band based in the  metropolitan Washington, DC area. The FDTs feature both acoustic and  horn-powered top 40 hits from the 1950s, 60s, 70s and 80s. Originally  formed by employees of MCI Telecommunications in 1996, these musicians  play many of your favorite classic rock songs plus a few originals.</p>",,,,,
3720,Big Something,,http://www.facebook.com/pages/BIG-Something/134892299860721?ref=ts,http://www.youtube.com/user/thebigsomething,http://www.bigsomething.net/fr_home.cfm,17032,"<p>BIG Something is an alternative rock group with a BIG groove. A tight  six-piece ensemble that brings arena sized grooves to every stage they  play. This is funk, fit for the future, featuring crystalline synths,  wailing saxes, and guitars that shred established musical boundaries.  Their debut album &ldquo;Stories from the Middle of Nowhere&rdquo; was recorded in  Raleigh, NC with Grammy-nominated producer John Custer and was named the  Home Grown Music Network&rsquo;s Best Studio Album of 2010. Each song is  something special: catchy and charming, layered and soulful, with  colorful characters that embody the best and worst in us all. One listen  will lead to many and you&rsquo;ll realize you&rsquo;ve discovered that BIG  Something. Winners of the Home Grown Music Network&rsquo;s 2010 &ldquo;New Band of  the Year&rdquo; award.</p>
<p>In December 2011 BIG Something released &ldquo;Mad Science: Live at the  Costume Ball&rdquo;, a new live recording captured in front of 600+ fans on  10.29.2011 at the Lincoln Theatre in Raleigh. Stream this album and the  award winning &ldquo;Stories From the Middle of Nowhere&rdquo; free at&nbsp; <a href=""http://www.BigSomething.net"">www.BigSomething.net</a></p>
<p><em>&ldquo;Comparing them to Rush, Widespread Panic, or Bruce Springsteen  is lofty praise. For a band called Big Something, they surely live up to  their name.&rdquo;</em> &ndash; PopBlend</p>
<p><em>&ldquo;It&rsquo;s not a good band, it&rsquo;s a great band!&rdquo;</em> &ndash; Artie Kornfeld (co-founder of Woodstock &rsquo;69, former VP Capitol Records)</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fbig-something%252Fid376305905%253Fuo%253D4%2526partnerId%253D30,,https://twitter.com/BigSomething,"<iframe width=""400"" height=""225"" src=""http://www.youtube.com/embed/Qu1uf8ICOZU"" frameborder=""0"" allowfullscreen></iframe>",
3717,In The Lobby Bar: 4th of July Fireworks Hang,,,,,17020,"<p>Come chilllll in the Jammin Java Lobby Bar on the evening of 4th of July. The music will be pumping after the fireworks, and the bartenders will be all smiles. Celebrate America, celebrate cold beer!</p>",,,,,
3715,An Enchanting Night with Action Item,,http://www.facebook.com/actionitem,http://www.youtube.com/user/actionitemrock,http://www.actionitemband.com/,17018,"<p>Action Item is band about moments. We've realized over the last couple of years that we share moments with fans that we/you will be able to remember for the rest of our/your lives. Our BIG idea is a long time coming so we'd like for it to be as descriptive as possible.</p>
<p>This next album is make or break for our band. Don't get me wrong, we've experienced more success than most bands ever will, touring the world, having radio play, meeting our idols, selling out venues, working with A list industry, etc but it's time for us to show everyone what we're really made of. And we're off to a great start. This next collection of songs are by far some of the best material we ever had &amp; we can't wait to show it to you.</p>
<p>Our idea: We will be documenting the experience of making our new record &amp; a long with tons of other footage from headlining, other recording, tours before we had any fans at all, we will be making a Plot-Driven Documentary of the band and how we got to where we are now.</p>
<p>The Best Part: In 9 cities across the country, we will be holding movie premieres. Red carpet &amp; all. We are dressing up &amp; we ask that if you attend, you dress up as well. When you walk down that red carpet, that is YOUR moment to shine. Most people will never get to experience walking a red carpet, and I know none of us have SO we thought that would be nice touch. Once you're inside, take your seat inside the theater. The movie will run for 45 minutes to an hour. Followed by a Q&amp;A about the music industry. We know there's a lot of fans out there who want to be a part of the industry but don't know where to start. Here's your chance to ask anything you want because we have seen it all. Finally, we will be performing an full band acoustic set of all new songs that will be on our next record.</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Faction-item%252Fid271654178%253Fuo%253D4%2526partnerId%253D30,,https://twitter.com/actionitemband,"<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/L0LEo7OJFPM"" frameborder=""0"" allowfullscreen></iframe>",
3713,COMEDY HARVEST w/Chad Dukes + Danny Rouhier  + Justin Daniels,,http://www.facebook.com/bigoanddukes,,http://bigoanddukes.com/home,17428,"<p>Chad Dukes is everything the Red, White and Blue has to offer. A man who calls &lsquo;em like he sees 'em, he has no problem putting anyone in their place. With an appetite for assault rifles, large asses and fast food, Chad is nothing less than your average red-blooded American hero. When knocking Big O and Dukes podcasts out are done, Chad is a P1 radiophile. Calling in to shows like Opie &amp; Anthony, Chad's love of radio knows no bounds. Over the years, he has worked his way from Junkies intern to afternoon drive on 106.7 The Fan DC. Working his interests into several podcasts, Chad's current 2nd radio love is Red Ring of Death Radio, a podcast covering all the ins, outs and current events of the video game universe. Being this talented has afforded Chad friend's in high places. Most notably, Chad had been drafted as the ombudsman of the Main Street Mafia by his friend Nash Dukes. A wrestling group out of WJFK FM at 10800 Main Street, the members of this triforce of violence include Nash Dukes, Booker T-Shirt and Kurt Schembechler. The MSM terrorizes all that come between them and utter wrestling infamy, so beware; You're Either Main Street or You're Dead Meat.</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fbig-o-and-dukes-reloaded%252Fid425217857%253Fuo%253D4%2526partnerId%253D30,,https://twitter.com/chaddukes,,
3711,Jackopierce (at The Hamilton),,http://www.facebook.com/pages/Jackopierce/14915808181,,http://www.jackopierce.com/,16986,"<p>Breaking up is hard to do. But staying together is nearly impossible.  The average marriage lasts about six years, and 95% of new businesses  fail within five years. Twenty two years of anything, especially  Jackopierce, an acoustic duo that got its start playing frat-parties in  the late 80's, is hard to believe. Add-in the fact that Jack O'Neill and  Cary Pierce did not speak for nearly five years before reuniting in  2002 makes twenty years a downright miracle.</p>
<p>But what happened to them over ten years ago?</p>
<p>In late 1997, after a decade-long run that produced six records (two  for major label A&amp;M), shows with the biggest acts of the day (Dave  Matthews Band, Matchbox 20, Counting Crows, Sheryl Crow, etc), touring  on three continents, in nine countries and 44 states, and nearly 500,000  records sold, Jack O'Neill and Cary Pierce decided to amicably go their  separate ways.</p>
<p>""I had just had enough,"" recalls Jack. ""I couldn't just take a break -  I needed it to be over. I needed to find myself - outside of being the  guy from Jackopierce."" After a brief stint with his new band, American  Horse, Jack moved to NYC, joined the critically acclaimed Bat Theater  Company and did voiceover work. Cary took a yearlong break from music  and then embarked on his solo career. Eventually, both Jack and Cary  would release solo records, but neither of them would reach a fraction  of the success that they had achieved together. Rumors circulated about a  possible reunion for years. Finally in the summer of 2002, their old  manager, Brady Wood and his brother, Brandt, got together and started  making the idea a reality.</p>
<p>""The timing could not have been better,"" says Pierce. ""I was in the  middle of a painful divorce, and it seemed as though my life was falling  apart. Brady and I started scheming on the phone about the reunion  while Brandt was working on Jack.""</p>
<p>Calls were made, a Dallas Venue was booked and the ball was in  motion. To sweeten the deal, Matt Scannell, Sean Hurley, and Ed Toth  from Vertical Horizon (long time friends and touring-mates) volunteered  to be the backing band. It was starting to come together. After almost  five years of not talking, Jack and Cary were about to get on the phone  and discuss making up, making music, and making a lot of Jackopierce  fans very happy. The shows were sold-out weeks in advance - with  hundreds left in the streets with no tickets. Had Jackopierce actually  grown in popularity during their hiatus? Offers started pouring in and  they took their show on the road once again. But this time it was just  like their humble beginnings: no band, no bus, no crew - just two guys  and two guitars - the way it used to be. And it was working. The fan  base was continuing to grow.</p>
<p>Older and wiser - both are now fathers. Priorities have changed. ""We  both admit that we did not realize or appreciate what we had,"" says  Jack. ""There is a lot more gratitude - for each other and for the gifts  we have to write and play music."" ""We have been blessed with the ability  to strap guitars on our backs, get on a plane, and go play a show  anywhere in the country,"" says Pierce. ""That is the career I always  hoped we would have.""</p>
<p>Jackopierce released their first album in 12 years, ""Promise of  Summer"" in 08. And have since released two live albums, ""Mile High: Live  from the Soiled Dove in Denver"" and ""Live from Atlanta"" as well as  ""Acoustic Summer."" They continue to play most major cities once a year  and are working on an album to be released in late 2011.</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fjackopierce%252Fid132712%253Fuo%253D4%2526partnerId%253D30,,https://twitter.com/jackopierce,,
3709,Diego's Umbrella (at Montserrat House),,http://www.facebook.com/DiegosUmbrella,http://www.youtube.com/user/diegosumbrella1?feature=watch,http://www.diegosumbrella.com/,16984,"<p>As San Francisco's ambassadors of gypsy rock, Diego's Umbrella captures California's cultural multiplicity with enthusiasm, humor and decadence.</p>
<p>These urban gringo mariachis have performed more than a thousand live shows, cloaked in elaborate homemade outfits. The band's unforgettable performances have visually and aurally captivated diverse audiences around the globe. Influenced heavily by flamenco, klezmer, and Latin music, Diego's Umbrella has introduced the world to a new kind of popular music, with sounds reminiscent of Gogol Bordello, Flogging Molly and The Clash. Shortly after migrating to Northern California from rural Wisconsin, DU front man Vaughn Lindstrom (acoustic guitar, vocals, lead songwriter) teamed up with California native Tyson Maulhardt (electric guitar, vocals) to create a musical ensemble that they dubbed Diego's Umbrella. The namesake: their friend's arm tattoo.</p>
<p>Diego's Umbrella debuted in 2001 with its first album, Songs for the Farmers. With the addition of Marcus Schmidt (bass), Jason Kleinberg (violin, vocals, accordion), Jake Wood (drums, percussion) and Benjamin Leon (lead vocals, electric guitar, percussion), Diego's Umbrella has been packing venues throughout the Western U.S. and Europe with its heavy-hitting live shows and filling airwaves in the U.S. and Europe with lively tunes.&nbsp; The band released Kung Fu Palace in 2006 and Viva la Juerga in 2007. Within a few months Juerga ranked #129 on the CMJ Top 200 Chart. This spring Diego's Umbrella will release the much-anticipated record, Double Panther. Several DU songs were also featured in the X-Dance-award-winning documentary Sofia, the Quiksilver/Roxy surf DVD Shimmer, as well as CBS' Elimination Station. Diego's Umbrella also performs three songs in the Lionsgate comedy Still Waiting (2009).</p>
<p>""With guitars straight out of a Tarantino movie, the group seamlessly blends mariachi, gypsy, flamenco and ska into one beer-soaked fiesta, with song topics varying from heartache to revolution."" -NewsReview.com</p>
<p>&nbsp;</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fdiegos-umbrella%252Fid254446138%253Fuo%253D4%2526partnerId%253D30,,http://twitter.com/#!/diegosumbrella,"<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/HdX0-e4BrsA"" frameborder=""0"" allowfullscreen></iframe>","<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/6bzs7NZCvCg"" frameborder=""0"" allowfullscreen></iframe>"
3707,The Atlantic Light,,http://www.facebook.com/TheAtlanticLight,http://www.youtube.com/user/theatlanticlight/videos,http://theatlanticlight.com/,16954,"<p>The Atlantic Light was created in December 2011 with the line up consisting of former members of various local Maryland bands. Created from the mind of Sonam Tandin Wong. With life old friend and bandmate, JJ Foley the duo, recruited Johnny Chay to become a part of the group. The band lineup was set, and after a few days in the studio, The Atlantic Light was born. The band released their self titled EP on Jan 11th, 2012, and looks to take the upcoming year head on.</p>",,,https://twitter.com/#!/TAL_MD,"<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/12HEOV5xzLs"" frameborder=""0"" allowfullscreen></iframe>",
3705,Breakthrough,,http://www.facebook.com/WeAreBreakthrough,,http://www.reverbnation.com/wearebreakthrough,0,"<p>Out of the suburbs of the DC area, four teenage boys will rise to and beyond expectations to create one individual sound for fellow peers. We are Breakthrough! Here at your leisure is Justin Mason with deep, intense bass riffs, Chris Ricci with some bangin' beats on the drums, JD Moreno with lead guitar parts that'll excite your ears to their very peak, and Ian Francisco with vocals to pack quite the punch and rhythm guitar parts to match! We intend to give you our all, give you the best, and open your ears to the unique, original style Breakthrough has to offer! Their new 5 song EP, ""Happy Now?"", is out now and contains songs that'll keep you happy now, and for a very long time. They are currently working on a full length to be released around Summer 2012.</p>",,,https://twitter.com/#!/BreakthroughMSC,,
3703,Tallhart,,http://www.facebook.com/Tallhart,http://www.youtube.com/tallhartmusic,http://tallhart.com/,16953,"<p>In their three-year tenure together, Tampa, FL-based band Tallhart has already built up a solid local fan base and has quickly been gaining widespread recognition, including praise and support from notable bands such as Anberlin, Underoath, Eisley and Say Anything. In fact, Say Anything frontman Max Bemis believes in the band so much that he recently launched Rory Records, an imprint label on Equal Vision Records, to work closely with Tallhart and EVR in developing and releasing the band's forthcoming music. Guitarist Chris Brickman, drummer Reed Murray and bassist Glenn Espinoza collectively create a perfectly balanced musical framework that showcases Segallos' potent mix of lyrical musings on the light and dark sides of life, love, and spirituality -- all delivered through his distinctly soulful, and subtly southern, croons. Through rich guitar tones and pure lyrical eloquence, one can simply feel the sincerity and depth of the band's emotionally charged music.</p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Ftallhart%252Fid493978451%253Fuo%253D4%2526partnerId%253D30,,http://twitter.com/Tallhart,"<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/hp_FgGBVkm8"" frameborder=""0"" allowfullscreen></iframe>","<iframe width=""300"" height=""225"" src=""http://www.youtube.com/embed/pzjDZAgE_Ew"" frameborder=""0"" allowfullscreen></iframe>"
3702,@JamnJavaDoorGal's LOCAL SCENE:Heather Mae + TheyCallMePiano + Amanda Lee,,http://www.facebook.com/heathermaemusicpage,http://www.youtube.com/user/heathermaefoard,http://www.heathermae.net/fr_kickstarter.cfm,17858,"<p>Heather Mae moved to NYC when she was 18 to  become the next Broadway star but everything changed after experiencing  her first bout with heartache. Fascinated with the emotions rolling thru  her, Heather Mae took a microscope to her heart when she picked up her  guitar, a gift from her parents after graduating high school, and began  to write her first song. Like a phoenix born from the ashes, Heather Mae  began anew. Soon after she released a home-recorded EP titled ""Gonna Be  Alright"", and began performing all over NYC and DC (her hometown city).  Since then Heather Mae has become a songwriting machine with her  project ""One Year of Songs"". Starting on October 1st, 2010 and ending in  the Grand Canyon on September 30th, 2011, Heather Mae successfully  wrote and recorded one song every day for a year. During ""One Year of  Songs"" she toured the country for three months meeting her new dedicated  online followers and fans that had been tuning in every single day to  hear her songs. She performed her songs in over 30 different states  (plus Canada!), collaborated with over 100 different musicians, writers,  artists, poets, and lyricists, and wrote over 7,000 lines of lyrics.  Heather Mae has been called one of the ""best songwriting voices of our  generation"" and ""one to watch"". This uke-wielding singer-songwriter has a  charm when she is on stage and with her band, The Make Believe, by her  side, her sound will break into your heart while you tap your toes. <br /><span style=""color: #888888;""><a href=""http://www.youtube.com/user/heathermaefoard"" target=""_blank""></a></span></p>",http://click.linksynergy.com/fs-bin/stat?id=*FknwilNy5I&offerid=146261&type=3&subid=0&tmpid=1826&RD_PARM1=http%253A%252F%252Fitunes.apple.com%252Fus%252Fartist%252Fheather-mae-foard%252Fid370782341%253Fuo%253D4%2526partnerId%253D30,,http://twitter.com/heathermaemusic,,
3700,@JamnJavaDoorGal's LOCAL SCENE: Raw Auras,,http://www.facebook.com/pages/Raw-Auras/321175061237530,,,17572,"<p>Raw Auras is an Arlington, VA based four-piece outfit headed by Daniel Grady whose eclectic take on indie/ folk characterizes their influences of Radiohead, Fleet Foxes, and Arctic Monkeys. Transcending genres, Raw Auras's unexpected vibe ranges from simple acoustic rhythms to psychedelic outbreaks to melodic riffs while simultaneously remaining accessible to a wide variety of listeners.</p>",,,,,
